Uttar Pradesh	199,812,341	16.51%	20.2%	155,317,278	77.73%	44,495,063	22.27%	828/km2 (2,140/sq mi)	912	80	31
2 (S2)	Bihar	104,099,452	8.6%	25.4%	92,341,436	88.71%	11,758,016	11.29%	1,102/km2 (2,850/sq mi)	918	40	16
3 (S3)	Maharashtra	112,374,333	9.28%	16%	61,556,074	54.78%	50,818,259	45.22%	365/km2 (950/sq mi)	929	48	19
4 (S4)	West Bengal	91,276,115	7.54%	13.8%	62,183,113	68.13%	29,093,002	31.87%	1,029/km2 (2,670/sq mi)	953	42	16
5 (S5)	Madhya Pradesh	72,626,809	6%	20.3%	52,557,404	72.37%	20,069,405	27.63%	236/km2 (610/sq mi)	931	29	11
6 (S6)	Tamil Nadu	72,147,030	5.96%	15.6%	37,229,590	51.6%	34,917,440	48.4%	555/km2 (1,440/sq mi)	996	39	18
7 (S7)	Rajasthan	68,548,437	5.66%	21.3%	51,500,352	75.13%	17,048,085	24.87%	201/km2 (520/sq mi)	928	25	10
8 (S8)	Karnataka	61,095,297	5.05%	15.6%	37,469,335	61.33%	23,625,962	38.67%	319/km2 (830/sq mi)	973	28	12
9 (S9)	Gujarat	60,439,692	4.99%	19.3%	34,694,609	57.4%	25,745,083	42.6%	308/km2 (800/sq mi)	919	26	11
10 (S10)	Andhra Pradesh	49,577,103	4.1%	11.0%	34,966,693	70.53%	14,610,410	29.47%	303/km2 (780/sq mi)	993	25	11
11 (S11)	Odisha	41,974,219	3.47%	14.0%	34,970,562	83.31%	7,003,656	16.69%	269/km2 (700/sq mi)	979	21	10
12 (S12)	Telangana	35,003,674	2.89%	13.58%	21,395,009	61.12%	13,608,665	38.88%	312/km2 (810/sq mi)	988	17	7
13 (S13)	Kerala	33,406,061	2.76%	4.9%	17,471,135	52.3%	15,934,926	47.7%	859/km2 (2,220/sq mi)	1,084	20	9
14 (S14)	Jharkhand	32,988,134	2.73%	22.4%	25,055,073	75.95%	7,933,061	24.05%	414/km2 (1,070/sq mi)	948	14	6
15 (S15)	Assam	31,205,576	2.58%	17.1%	26,807,034	85.9%	4,398,542	14.1%	398/km2 (1,030/sq mi)	958	14	7
16 (S16)	Punjab	27,743,338	2.29%	13.89%	17,344,192	62.52%	10,399,146	37.48%	551/km2 (1,430/sq mi)	895	13	7
17 (S17)	Chhattisgarh	25,545,198	2.11%	22.6%	19,607,961	76.76%	5,937,237	23.24%	189/km2 (490/sq mi)	991	11	5
18 (S18)	Haryana	25,351,462	2.09%	19.9%	16,509,359	65.12%	8,842,103	34.88%	573/km2 (1,480/sq mi)	879	10	5
19 (UT1)	Delhi	16,787,941	1.39%	21.2%	419,042	2.5%	16,368,899	97.5%	11,297/km2 (29,260/sq mi)	868	7	3
20 (UT2)	Jammu and Kashmir	12,267,032	1.01%	23.6%	9,064,220	73.89%	3,202,812	26.11%	297/km2 (770/sq mi)	890	5	4
21 (S19)	Uttarakhand	10,086,292	0.83%	18.8%	7,036,954	69.77%	3,049,338	30.23%	189/km2 (490/sq mi)	963	5	3
22 (S20)	Himachal Pradesh	6,864,602	0.57%	12.9%	6,176,050	89.97%	688,552	10.03%	123/km2 (320/sq mi)	972	4	3
23 (S21)	Tripura	3,673,917	0.3%	14.8%	2,712,464	73.83%	961,453	26.17%	350/km2 (910/sq mi)	960	2	1
24 (S22)	Meghalaya	2,966,889	0.25%	27.9%	2,371,439	79.93%	595,450	20.07%	132/km2 (340/sq mi)	989	2	1
25 (S23)	Manipur	2,570,390	0.21%	24.5%	1,793,875	69.79%	776,515	30.21%	122/km2 (320/sq mi)	992	2	1
26 (S24)	Nagaland	1,978,502	0.16%	−0.6%	1,407,536	71.14%	570,966	28.86%	119/km2 (310/sq mi)	931	1	1
27 (S25)	Goa	1,458,545	0.12%	8.2%	551,731	37.83%	906,814	62.17%	394/km2 (1,020/sq mi)	973	2	1
28 (S26)	Arunachal Pradesh	1,383,727	0.11%	26.0%	1,066,358	77.06%	317,369	22.94%	17/km2 (44/sq mi)	938	2	1
29 (UT3)	Puducherry	1,247,953	0.1%	28.1%	395,200	31.67%	852,753	68.33%	2,598/km2 (6,730/sq mi)	1,037	1	1
30 (S27)	Mizoram	1,097,206	0.09%	23.5%	525,435	47.89%	571,771	52.11%	52/km2 (130/sq mi)	976	1	1
31 (UT4)	Chandigarh	1,055,450	0.09%	17.2%	28,991	2.75%	1,026,459	97.25%	9,252/km2 (23,960/sq mi)	818	1	– [d]
32 (S28)	Sikkim	610,577	0.05%	12.9%	456,999	74.85%	153,578	25.15%	86/km2 (220/sq mi)	890	1	1
33 (UT5)	Dadra and Nagar Haveli and Daman and Diu	585,764	0.05%	55.1%	243,510	41.57%	342,254	58.43%	970/km2 (2,500/sq mi)	711	2	– [e]
34 (UT6)	Andaman and Nicobar Islands	380,581	0.03%	6.9%	237,093	62.3%	143,488	37.7%	46/km2 (120/sq mi)	876	1	– [f]
35 (UT7)	Ladakh	274,000	0.02%	17.8%	43,840	16%	230,160	84%	2.8/km2 (7.3/sq mi)	853	1	– [g]
36 (UT8)	Lakshadweep	64,473	
California	39,029,342	39,538,223	37,253,956	6.13%	2,284,267	52	11.95%	732,189	760,350	702,905	11.800%	11.908%	10.04%
2	2	 Texas	30,029,572	29,145,505	25,145,561	15.91%	3,999,944	38	8.74%	728,638	766,987	698,488	8.698%	8.038%	7.43%
3	3	 Florida	22,244,823	21,538,187	18,801,310	14.56%	2,736,877	28	6.44%	717,940	769,221	696,345	6.428%	6.010%	5.58%
4	4	 New York	19,677,151	20,201,249	19,378,102	4.25%	823,147	26	5.98%	721,473	776,971	717,707	6.029%	6.194%	5.20%
5	5	 Pennsylvania	12,972,008	13,002,700	12,702,379	2.36%	300,321	17	3.91%	684,353	764,865	705,688	3.881%	4.060%	3.53%
6	6	 Illinois	12,582,032	12,812,508	12,830,632	−0.14%	−18,124	17	3.91%	674,343	753,677	712,813	3.824%	4.101%	3.53%
7	7	 Ohio	11,756,058	11,799,448	11,536,504	2.28%	262,944	15	3.45%	694,085	786,630	721,032	3.521%	3.688%	3.16%
8	8	 Georgia	10,912,876	10,711,908	9,687,653	10.57%	1,024,255	14	3.22%	669,494	765,136	691,975	3.197%	3.097%	2.97%
9	9	 North Carolina	10,698,973	10,439,388	9,535,483	9.48%	903,905	14	3.22%	652,462	745,671	733,499	3.116%	3.048%	2.97%
10	10	 Michigan	10,034,113	10,077,331	9,883,640	1.96%	193,691	13	2.99%	671,822	775,179	705,974	3.008%	3.159%	2.79%
11	11	 New Jersey	9,261,699	9,288,994	8,791,894	5.65%	497,100	12	2.76%	663,500	774,083	732,658	2.772%	2.810%	2.60%
12	12	 Virginia	8,683,619	8,631,393	8,001,024	7.88%	630,369	11	2.53%	663,953	784,672	727,366	2.576%	2.557%	2.42%
13	13	 Washington	7,785,786	7,705,281	6,724,540	14.58%	980,741	10	2.30%	642,107	770,528	672,454	2.300%	2.149%	2.23%
14	14	 Arizona	7,359,197	7,151,502	6,392,017	11.88%	759,485	9	2.07%	650,137	794,611	710,224	2.134%	2.043%	2.04%
15	16	 Tennessee	7,051,339	6,910,840	6,346,105	8.90%	564,735	9	2.07%	628,258	767,871	705,123	2.062%	2.029%	2.04%
16	15	 Massachusetts	6,981,974	7,029,917	6,547,629	7.37%	482,288	9	2.07%	639,083	781,102	727,514	2.098%	2.093%	2.04%
17	17	 Indiana	6,833,037	6,785,528	6,483,802	4.65%	301,726	9	2.07%	616,866	753,948	720,422	2.025%	2.073%	2.04%
18	19	 Missouri	6,177,957	6,154,913	5,988,927	2.77%	165,986	8	1.84%	615,491	769,364	721,694	1.837%	1.914%	1.86%
19	18	 Maryland	6,164,660	6,177,224	5,773,552	6.99%	403,672	8	1.84%	617,722	772,153	748,616	1.844%	1.845%	1.86%
20	20	 Wisconsin	5,892,539	5,893,718	5,686,986	3.64%	206,732	8	1.84%	589,372	736,715	710,873	1.759%	1.818%	1.86%
21	21	 Colorado	5,839,926	5,773,714	5,029,196	14.8%	744,518	8	1.84%	577,371	721,714	718,457	1.723%	1.608%	1.86%
22	22	 Minnesota	5,717,184	5,706,494	5,303,925	7.59%	402,569	8	1.84%	570,649	713,312	662,991	1.703%	1.695%	1.86%
23	23	 South Carolina	5,282,634	5,118,425	4,625,364	10.66%	493,061	7	1.61%	568,714	731,204	660,766	1.528%	1.478%	1.67%
24	24	 Alabama	5,074,296	5,024,279	4,779,736	5.12%	244,543	7	1.61%	558,253	717,754	682,819	1.499%	1.528%	1.67%
25	25	 Louisiana	4,590,241	4,657,757	4,533,372	2.74%	124,385	6	1.38%	582,220	776,293	755,562	1.390%	1.449%	1.49%
26	26	 Kentucky	4,512,310	4,505,836	4,339,367	3.84%	166,469	6	1.38%	563,230	750,973	723,228	1.345%	1.387%	1.49%
27	27	 Oregon	4,240,137	4,237,256	3,831,074	10.60%	406,182	6	1.38%	529,657	706,209	766,215	1.265%	1.225%	1.49%
28	28	 Oklahoma	4,019,800	3,959,353	3,751,351	5.54%	208,002	5	1.15%	565,622	791,871	750,270	1.182%	1.199%	1.30%
29	29	 Connecticut	3,626,205	3,605,944	3,574,097	0.89%	31,847	5	1.15%	515,135	721,189	714,819	1.076%	1.142%	1.30%
30	31	 Utah	3,380,800	3,271,616	2,763,885	18.37%	507,731	4	0.92%	545,269	817,904	690,971	0.976%	0.883%	1.12%
31	30	 Puerto Rico	3,221,789	3,285,874	3,725,789	−11.81%	−439,915	1*	—	—	—	—	0.981%	1.191%	—
32	32	 Iowa	3,200,517	3,190,369	3,046,355	4.73%	144,014	4	0.92%	531,728	797,592	761,589	0.952%	0.974%	1.12%
33	33	 Nevada	3,177,772	3,104,614	2,700,551	14.96%	404,063	4	0.92%	517,436	776,154	675,138	0.927%	0.863%	1.12%
34	34	 Arkansas	3,045,637	3,011,524	2,915,918	3.28%	95,606	4	0.92%	501,921	752,881	728,980	0.899%	0.932%	1.12%
35	35	 Mississippi	2,940,057	2,961,279	2,967,297	−0.20%	−6,018	4	0.92%	493,547	740,320	741,824	0.884%	0.948%	1.12%
36	36	 Kansas	2,937,150	2,937,880	2,853,118	2.97%	84,762	4	0.92%	489,647	734,470	713,280	0.877%	0.912%	1.12%
37	37	 New Mexico	2,113,344	2,117,522	2,059,179	2.83%	58,343	3	0.69%	423,504	705,841	686,393	0.632%	0.658%	0.93%
38	38	 Nebraska	1,967,923	1,961,504	1,826,341	7.40%	135,163	3	0.69%	392,301	653,835	608,780	0.585%	0.584%	0.93%
39	39	 Idaho	1,939,033	1,839,106	1,567,582	17.32%	271,524	2	0.46%	459,777	919,553	783,791	0.549%	0.501%	0.74%
40	40	 West Virginia	1,775,156	1,793,716	1,852,994	−3.20%	−59,278	2	0.46%	448,429	896,858	617,665	0.535%	0.592%	0.74%
41	41	 Hawaii	1,440,196	1,455,271	1,360,301	6.98%	94,970	2	0.46%	363,818	727,636	680,151	0.434%	0.435%	0.74%
42	42	 New Hampshire	1,395,231	1,377,529	1,316,470	4.66%	61,059	2	0.46%	344,382	688,765	658,235	0.411%	0.421%	0.74%
43	43	 Maine	1,385,340	1,362,359	1,328,361	2.56%	33,998	2	0.46%	340,590	681,180	664,181	0.407%	0.425%	0.74%
44	45	 Montana	1,122,867	1,084,225	989,415	9.58%	94,810	2	0.46%	271,056	542,113	989,415	0.324%	0.316%	0.74%
45	44	 Rhode Island	1,093,734	1,097,379	1,052,567	4.26%	44,812	2	0.46%	274,345	548,690	526,284	0.328%	0.336%	0.74%
46	46	 Delaware	1,018,396	989,948	897,934	10.25%	92,014	1	0.23%	329,983	989,948	897,934	0.295%	0.287%	0.56%
47	47	 South Dakota	909,824	886,667	814,180	8.90%	72,487	1	0.23%	295,556	886,667	814,180	0.265%	0.260%	0.56%
48	48	 North Dakota	779,261	779,094	672,591	15.83%	106,503	1	0.23%	259,698	779,094	672,591	0.233%	0.215%	0.56%
49	49	 Alaska	733,583	733,391	710,231	3.26%	23,160	1	0.23%	244,464	733,391	710,231	0.219%	0.227%	0.56%
50	50	 District of Columbia	671,803	689,545	601,723	14.60%	87,822	1*	—	229,848	—	—	0.206%	0.192%	0.56%
51	51	 Vermont	647,064	643,077	625,741	2.77%	17,336	1	0.23%	214,359	643,077	625,741	0.192%	0.200%	0.56%
52	52	 Wyoming	581,381
